code,species,laboratory_species,Penicillin,Ceftriaxone,Vancomycin,Piperacillin-Tazobactam,Ciprofloxacin,Cefepime,Cotrimoxazole,Meropenem,Moxifloxacin,Amoxicillin-Clavulanic acid,Colistin,Tobramycin,Ceftazidime,Ceftolozane-Tazobactam,Ceftazidime-Avibactam,Ceftobiprole,Quinolones,Tigecycline,Levofloxacin,Fosfomycin,Amikacin,Imipenem,Minocycline,Gentamicin,Ceftarolin,Ampicillin-Sulbactam,Gentamicin_high_level,Aztreonam,Clindamycin,Amoxicillin,Metronidazole,Daptomycin,Ampicillin-Amoxicillin,Caspofungin,Voriconazole,Posaconazole,Amphotericin B,Itraconazole,Fluconazole,Erythromycin,Doxycycline,Isavuconazole,Anidulafungin,5-Fluorocytosine,Micafungin,Tetracycline,Azithromycin,Ertapenem,Fosfomycin-Trometamol,Norfloxacin,Cefpodoxime,Nitrofurantoin,Aminoglycosides,Chloramphenicol,Rifampicin_1mg-l,Rifampicin,Linezolid,Amoxicillin-Clavulanic acid_uncomplicated_HWI,Strepomycin_high_level,Teicoplanin,Cefuroxime,Penicillin_with_endokarditis,Penicillin_without_endokarditis,Meropenem_with_meningitis,Meropenem_without_meningitis,Cefazolin,Oxacillin,Fusidic acid,Streptomycin,Isoniazid_.1mg-l,Pyrazinamide,Ethambutol_5mg-l,Cefixime,Mupirocin,Vancomycin_GRD,Teicoplanin_GRD,Cefoxitin_screen,Penicillin_with_meningitis,Clarithromycin,Penicillin_with_other_infections,Penicillin_with_pneumonia,Meropenem_with_pneumonia
af3bb5a2-9f83-457e-987f-5eb2ee17ab7f_MALDI2,Actinomyces odontolyticus,Actinomyces odontolyticus,-,-,-,-,-,-,-,-,-,S,-,-,-,-,-,-,-,-,-,-,-,S,-,-,-,-,-,-,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
279395ca-7352-4f40-a2c7-4d5254df9feb_MALDI2,Micrococcus luteus,Micrococcus luteus,S,-,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,S,-,-,-,-,-,-,-,-,-,-,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2148c8a2-39e1-40b9-a9d7-2461f7641c29_MALDI2,Providencia stuartii,Providencia stuartii,-,R,-,S,R,R,S,-,-,R,R,R,R,-,S,-,-,I,R,R,-,R,-,-,-,-,-,R,-,-,-,-,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
8307bd91-176a-4e71-80f9-def4ba1aaa77_MALDI2,Klebsiella pneumoniae,Klebsiella pneumoniae,-,-,-,-,-,-,-,R,-,-,S,-,R,-,S,-,-,S,-,S,-,I,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
61630ff0-2b24-4ee9-8d5f-d6e5758b7347_MALDI2,Enterococcus faecalis,Enterococcus faecalis,-,-,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,S,S,-,-,S,-,-,-,-,-,-,-,-,-,-,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,S,-,-,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
81bb14d4-2bc9-40fd-a5c0-5311d40ab241_MALDI2,Providencia stuartii,Providencia stuartii,-,R,-,S,R,R,S,-,-,R,R,R,R,-,S,-,-,I,R,R,-,R,-,-,-,-,-,R,-,-,-,-,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1b30c954-42a1-4620-8e6b-8732378fadd7_MALDI2,Corynebacterium tuberculostearicum,Corynebacterium tuberculostearicum,R,R,S,-,R,-,-,I,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2740a26f-01f5-40ba-8492-329f89dc6573_MALDI2,Campylobacter jejuni,Campylobacter jejuni,-,-,-,-,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
724c1fbf-58ec-4c15-8b59-201a6cfb9928_MALDI2,Haemophilus influenzae,Haemophilus influenzae,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2d114684-0545-4a09-ab56-d883283d5227_MALDI2,Klebsiella oxytoca,Klebsiella oxytoca,-,S,-,S,S,S,R,S,-,S,S,S,S,-,-,-,-,-,S,-,S,S,-,-,-,-,-,-,-,-,-,-,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
c9d34e44-0950-41ab-bb90-90ca59ed3391_MALDI2,Klebsiella oxytoca,Klebsiella oxytoca,-,S,-,S,S,S,R,S,-,S,S,S,S,-,-,-,-,-,S,-,S,S,-,-,-,-,-,-,-,-,-,-,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7b4fb7de-3fed-4b05-962f-421992539689_MALDI2,Haemophilus influenzae,Haemophilus influenzae,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
388cbfe0-bd17-4467-91b7-de41c9e1ab81_MALDI2,Candida glabrata,Candida glabrata,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,S,-,-,S,R,R,-,-,-,S,S,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
8b85fe08-22ee-4913-9dc6-b0faec2a8ab5_MALDI2,Candida glabrata,Candida glabrata,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,S,-,-,S,R,R,-,-,-,S,S,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
c5c517c5-c59c-48e7-959c-2e8664e8d3d6_MALDI2,Staphylococcus aureus,-,R,R,S,R,S,R,S,R,-,R,-,-,-,-,-,-,-,S,-,-,-,R,-,R,-,-,-,-,R,-,-,S,R,-,-,-,-,-,-,S,-,-,-,-,-,S,-,-,-,-,-,-,-,-,-,S,S,-,-,S,R,-,-,-,-,R,R,R,-,-,-,-,-,S,-,-,-,-,-,-,-,-
910e783d-f56c-479e-8c2f-529a35077a52_MALDI2,Escherichia coli,Escherichia coli,-,S,-,S,S,S,S,S,-,S,S,S,S,-,-,-,-,-,S,-,S,S,-,-,-,-,-,-,-,-,-,-,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3b5aa65b-f31d-4e8d-9dc3-41fd03a7f27f_MALDI2,Pseudomonas aeruginosa,Pseudomonas aeruginosa,-,-,-,S,S,S,-,I,-,-,S,S,S,-,-,-,-,-,S,-,S,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3d08fd76-b617-4deb-87c0-0ac58542bbdc_MALDI2,Pseudomonas aeruginosa,Pseudomonas aeruginosa,-,-,-,S,S,S,-,S,-,-,S,S,S,-,-,-,-,-,S,-,S,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ad866346-c19e-4be6-ad36-1b2b1d9ca1e8_MALDI2,Pseudomonas aeruginosa,Pseudomonas aeruginosa,-,-,-,S,S,S,-,S,-,-,S,S,S,-,-,-,-,-,S,-,S,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7e6233ce-025c-4631-81d1-bfc8ab800432_MALDI2,Pseudomonas aeruginosa,Pseudomonas aeruginosa,-,-,-,S,S,S,-,I,-,-,S,S,S,-,-,-,-,-,S,-,S,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
a47d8c7b-e28a-4f31-9544-ed0ddbc97a6b_MALDI2,Staphylococcus aureus,Staphylococcus aureus,R,S,S,S,S,S,S,S,-,S,-,-,-,-,-,-,-,S,-,-,-,S,-,S,-,-,-,-,S,-,-,S,R,-,-,-,-,-,-,S,-,-,-,-,-,S,-,-,-,-,-,-,-,-,-,S,S,-,-,S,S,-,-,-,-,S,S,S,-,-,-,-,-,S,-,-,-,-,-,-,-,-
acf364b3-513e-4daf-8202-ea6d28e5ce02_MALDI2,Pseudomonas aeruginosa,Pseudomonas aeruginosa,-,-,-,S,S,S,-,S,-,-,S,S,S,-,-,-,-,-,S,-,S,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
44d8d588-460c-4ee5-beb4-6366bab663c0_MALDI2,Serratia fonticola,Serratia fonticola,-,S,-,S,S,S,S,S,-,R,R,S,S,-,-,-,-,-,S,-,S,S,-,-,-,-,-,-,-,-,-,-,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
bd1f5edb-0825-4917-8687-e77a0abb67df_MALDI2,Serratia fonticola,Serratia fonticola,-,S,-,S,S,S,S,S,-,R,R,S,S,-,-,-,-,-,S,-,S,S,-,-,-,-,-,-,-,-,-,-,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
924ac10e-f56c-4fc9-abfe-27923b399141_MALDI2,Staphylococcus epidermidis,Staphylococcus epidermidis,R,R,S,R,S,R,S,R,-,R,-,-,-,-,-,-,-,S,-,-,-,R,-,S,-,-,-,-,S,-,-,S,R,-,-,-,-,-,-,S,-,-,-,-,-,R,-,-,-,-,-,-,-,-,-,S,S,-,-,-,R,-,-,-,-,R,R,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-
f6573dd6-ec35-449d-84d6-8bf556a60da7_MALDI2,Pseudomonas aeruginosa,Pseudomonas aeruginosa,-,-,-,S,S,S,-,S,-,-,S,S,S,-,-,-,-,-,S,-,S,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
fc819fec-9f41-48fb-9816-683596368c1b_MALDI2,Staphylococcus epidermidis,Staphylococcus epidermidis,R,R,S,R,S,R,R,R,-,R,-,-,-,-,-,-,-,S,-,-,-,R,-,S,-,-,-,-,S,-,-,S,R,-,-,-,-,-,-,S,-,-,-,-,-,S,-,-,-,-,-,-,-,-,-,S,S,-,-,-,R,-,-,-,-,R,R,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-
a85116e2-9399-4bdd-bc73-9793f9fbce9e_MALDI2,Staphylococcus epidermidis,Staphylococcus epidermidis,R,R,S,R,S,R,R,R,-,R,-,-,-,-,-,-,-,S,-,-,-,R,-,S,-,-,-,-,S,-,-,S,R,-,-,-,-,-,-,S,-,-,-,-,-,S,-,-,-,-,-,-,-,-,-,S,S,-,-,-,R,-,-,-,-,R,R,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-
b960dae6-fa3d-419c-95d6-88f9c7ab011e_MALDI2,Staphylococcus epidermidis,Staphylococcus epidermidis,R,S,S,S,S,S,S,S,-,S,-,-,-,-,-,-,-,S,-,-,-,S,-,S,-,-,-,-,S,-,-,S,R,-,-,-,-,-,-,S,-,-,-,-,-,S,-,-,-,-,-,-,-,-,-,S,S,-,-,-,S,-,-,-,-,S,S,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-
90586465-7775-49cf-acf4-59f071c9a199_MALDI2,Streptococcus salivarius_ssp_thermophilus,Streptococcus salivarius-Gruppe,S,-,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
10c702da-bbdc-4dd5-af78-3ae02f83f02a_MALDI2,Candida glabrata,Candida glabrata,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,S,-,-,S,S,I,-,-,-,S,S,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
d5b76eb8-a5ae-4fa6-96ac-282477eadafe_MALDI2,Streptococcus pyogenes,Streptococcus pyogenes,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,S,-,-,-,-,-,-,-,-,-,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
11c3cea0-7053-4350-bd6d-90ac3159b4f2_MALDI2,Staphylococcus aureus,Staphylococcus aureus,S,S,S,S,S,S,S,S,-,S,-,-,-,-,-,-,-,S,-,-,-,S,-,S,-,-,-,-,S,-,-,S,S,-,-,-,-,-,-,S,-,-,-,-,-,S,-,-,-,-,-,-,-,-,-,S,S,-,-,S,S,-,-,-,-,S,S,S,-,-,-,-,-,S,-,-,-,-,-,-,-,-
bc103d31-1952-49ec-a871-9633b1cb3084_MALDI2,MIX!Enterobacter cloacae,Enterobacter cloacae-Gruppe,-,R,-,I,R,R,R,S,-,R,S,R,R,-,-,-,-,-,R,-,I,S,-,-,-,-,-,-,-,-,-,-,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
34b236a1-862f-44c1-a265-35136c50d2d9_MALDI2,Escherichia coli,Escherichia coli,-,R,-,S,R,I,R,S,-,R,S,S,I,-,-,-,-,-,R,-,S,S,-,-,-,-,-,-,-,-,-,-,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,S,-,-,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
d5a53360-7873-404e-b0d5-6b8f174ac958_MALDI2,Staphylococcus aureus,Staphylococcus aureus,R,S,S,S,S,S,R,S,-,S,-,-,-,-,-,-,-,S,-,-,-,S,-,S,-,-,-,-,S,-,-,S,R,-,-,-,-,-,-,S,-,-,-,-,-,R,-,-,-,-,-,-,-,-,-,S,S,-,-,S,S,-,-,-,-,S,S,S,-,-,-,-,-,S,-,-,-,-,-,-,-,-
5009da02-3aae-445f-b725-c473efe3e166_MALDI2,Bacteroides vulgatus,Bacteroides vulgatus/dorei,R,-,-,S,-,-,-,-,-,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4ab12703-9e37-4764-9b92-7cc6eb9ed291_MALDI2,Bacteroides caccae,Bacteroides caccae,R,-,-,S,-,-,-,-,-,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
39f5d300-1fd7-4199-9677-37db1cf1dab5_MALDI2,Staphylococcus epidermidis,Staphylococcus epidermidis,R,R,S,R,S,R,S,R,-,R,-,-,-,-,-,-,-,S,-,-,-,R,-,S,-,-,-,-,R,-,-,S,R,-,-,-,-,-,-,R,-,-,-,-,-,R,-,-,-,-,-,-,-,-,-,S,S,-,-,-,R,-,-,-,-,R,R,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2d4528cd-99d2-4d3c-ae64-492ba77ca9cd_MALDI2,Klebsiella pneumoniae,Klebsiella pneumoniae,-,S,-,S,S,S,S,S,-,S,S,S,S,-,-,-,-,-,S,-,S,S,-,-,-,-,-,-,-,-,-,-,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1493e822-5f90-494d-9e1b-555f70a9399f_MALDI2,Klebsiella pneumoniae,Klebsiella pneumoniae,-,S,-,S,S,S,S,S,-,S,S,S,S,-,-,-,-,-,S,-,S,S,-,-,-,-,-,-,-,-,-,-,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
e249b3f9-6fed-4115-aaee-5ab574f68ad8_MALDI2,Enterococcus faecalis,Enterococcus faecalis,-,-,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,S,S,-,-,S,-,-,-,-,-,-,-,-,-,-,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,S,-,-,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3a7b60d7-e26c-4fdf-bb7b-873dfcd7e3e9_MALDI2,Escherichia coli,Escherichia coli,-,S,-,S,S,S,S,S,-,S,S,S,S,-,-,-,-,-,S,-,S,S,-,-,-,-,-,-,-,-,-,-,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
df15098f-b7fd-4d35-8f6a-61ea1ae427ec_MALDI2,Pseudomonas aeruginosa,Pseudomonas aeruginosa,-,-,-,S,S,S,-,S,-,-,S,S,S,-,-,-,-,-,S,-,S,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
55104dfb-f1f7-418e-968f-7fa2b101c20c_MALDI2,Klebsiella pneumoniae,Klebsiella pneumoniae,-,S,-,S,S,S,S,S,-,S,S,S,S,-,-,-,-,-,S,-,S,S,-,-,-,-,-,-,-,-,-,-,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
d78b0e42-6797-4158-860b-bc1aeab0053a_MALDI2,Klebsiella pneumoniae,Klebsiella pneumoniae,-,S,-,S,S,S,S,S,-,S,S,S,S,-,-,-,-,-,S,-,S,S,-,-,-,-,-,-,-,-,-,-,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
c899485f-2207-4fea-8d73-23f476b63d0c_MALDI2,Proteus mirabilis,Proteus mirabilis,-,S,-,S,S,S,S,S,-,S,R,S,S,-,-,-,-,-,S,-,S,I,-,-,-,-,-,-,-,-,-,-,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
977f02c5-fef7-4838-9fce-e393cc1cef65_MALDI2,Klebsiella pneumoniae,Klebsiella pneumoniae,-,S,-,S,S,S,S,S,-,S,S,S,S,-,-,-,-,-,S,-,S,S,-,-,-,-,-,-,-,-,-,-,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
d4572b67-99b1-4726-a681-7757976653a4_MALDI2,Klebsiella pneumoniae,Klebsiella pneumoniae,-,S,-,S,S,S,S,S,-,S,S,S,S,-,-,-,-,-,S,-,S,S,-,-,-,-,-,-,-,-,-,-,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ebd7b91d-d67c-4868-b5dd-35e5f33d6efa_MALDI2,Pseudomonas aeruginosa,Pseudomonas aeruginosa,-,-,-,S,S,S,-,S,-,-,S,S,S,-,-,-,-,-,S,-,S,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
69f33e50-7b2f-4633-9126-1914f2024170_MALDI2,Streptococcus mitis,-,S,-,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5823ab7e-2ebe-4f1c-a2e2-068e69b11859_MALDI2,Streptococcus mitis,-,S,-,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
f93a3ad5-73c0-44b7-b39d-602ccd3e85ec_MALDI2,Streptococcus anginosus,Streptococcus anginosus,S,-,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
9012f3ad-e23c-4f04-bdde-cc033a12a6d6_MALDI2,Candida albicans,Candida albicans,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,S,S,S,S,S,S,-,-,-,S,S,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
31587154-8e2b-4b3a-bfcf-c9c7f919a8c4_MALDI2,Morganella morganii,Morganella morganii,-,S,-,S,S,S,S,S,-,R,R,S,S,-,-,-,-,-,S,-,S,I,-,-,-,-,-,-,-,-,-,-,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5b255546-99c9-4d1d-975c-aa73645d2943_MALDI2,Staphylococcus aureus,Staphylococcus aureus,R,S,S,S,S,S,S,S,-,S,-,-,-,-,-,-,-,S,-,-,-,S,-,S,-,-,-,-,S,-,-,S,R,-,-,-,-,-,-,S,-,-,-,-,-,S,-,-,-,-,-,-,-,-,-,S,S,-,-,S,S,-,-,-,-,S,S,S,-,-,-,-,-,S,-,-,-,-,-,-,-,-
87ec3b62-5169-4a85-831d-24c75c363945_MALDI2,Staphylococcus haemolyticus,Staphylococcus haemolyticus,R,R,S,R,R,R,R,R,-,R,-,-,-,-,-,-,-,S,-,-,-,R,-,R,-,-,-,-,R,-,-,S,R,-,-,-,-,-,-,R,-,-,-,-,-,R,-,-,-,-,-,-,-,-,-,S,S,-,-,R,R,-,-,-,-,R,R,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7d8a4305-8192-45e1-b252-c7a7205c2ada_MALDI2,Staphylococcus epidermidis,Staphylococcus epidermidis,R,S,S,S,R,S,R,S,-,S,-,-,-,-,-,-,-,S,-,-,-,S,-,S,-,-,-,-,S,-,-,S,R,-,-,-,-,-,-,S,-,-,-,-,-,R,-,-,-,-,-,-,-,-,-,S,S,-,-,-,S,-,-,-,-,S,S,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-
593ab4b8-c4f9-4815-92fc-b864d3db914e_MALDI2,Staphylococcus aureus,Staphylococcus aureus,R,S,S,S,S,S,S,S,-,S,-,-,-,-,-,-,-,S,-,-,-,S,-,S,-,-,-,-,S,-,-,S,R,-,-,-,-,-,-,S,-,-,-,-,-,S,-,-,-,-,-,-,-,-,-,S,S,-,-,S,S,-,-,-,-,S,S,S,-,-,-,-,-,S,-,-,-,-,-,-,-,-
7ed07e19-572d-4c01-a626-dffa3c39bead_MALDI2,Streptococcus salivarius,Streptococcus salivarius,-,-,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,S,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
